150	200	75	100	100	100	100
350	350	300	350	450	350	350
450	400	600	500	650	500	500
800	850	1000	850	825	850	2950
1200	1500	1200	1200	1200	1200	2850
1750	2200	1900	1900	1900	1900	2800
1900	2800	2800	2300	2300	2300	2925
2100	2750	2750	2900	2900	2900	2850
2900	2900	2900	2925	2800	2800	2950
2850	2925	2850	2850	2750	2750	3000
2800	2850	2800	2950	2900	2900	2950
2925	2950	2925	3000	2800	2850	2800
2850	3000	2850	2950	2925	2800	2925
2950	2950	2950	2850	2900	2925	2900
3000	2850	3000	2800	2950	2850	2800
2950	2800	2950	2925	2850	2950	2750
2850	2925	2850	2850	2800	3000	2900
2800	2850	2800	2950	2925	2950	2850
2925	2950	2925	3000	2850	2850	2950
2850	3000	2850	2950	2950	2800	3000
2950	2950	2950	2800	3000	2925	2950
3000	2800	3000	2925	2950	2850	2850
2950	2925	2950	2900	2800	2950	2800
2800	2900	2800	2800	2925	3000	2925
2925	2800	2925	2750	2900	2950	2850
2900	2750	2900	2900	2800	2800	2950
2800	2900	2800	2850	2750	2925	3000
2750	2850	2750	2950	2900	2900	2950
2900	2950	2900	3000	2850	2800	2800
2850	3000	2850	2950	2950	2750	2925
2950	2950	2950	2850	3000	2900	2900
3000	2850	3000	2800	2950	2850	2800
2950	2800	2950	2925	2850	2950	2750
2850	2925	2850	2850	2800	3000	2900
2800	2850	2800	2950	2925	2950	3000
2925	2950	2925	3000	2850	2850	2950
2850	3000	2850	2950	2950	2800	2800
2950	2950	2950	2800	3000	2925	2925
3000	2800	3000	2925	2950	2850	2900
2950	2925	2950	2900	2800	2950	2800
2800	2900	2800	2800	2925	3000	2750
2925	2800	2925	2750	2900	2950	2900
2900	2750	2900	2900	2800	2800	3000
2800	2900	2800	3000	2750	2925	2950
2750	3000	2750	2950	2900	2900	2800
2900	2950	2900	2800	3000	2800	3000
3000	2800	3000	2925	2950	2750	3000
2950	2925	2950	2900	2800	2900	3000
2800	2900	2800	2800	2925	3000	2850
2925	2800	2925	2750	2900	2950	2950
2900	2750	2900	2900	2800	2800	3000
2800	2900	2800	3000	2750	2925	2950
2750	3000	2750	2950	2900	2900	2850
2900	2950	2900	2800	3000	2800	2800
3000	2800	3000	3000	2950	2750	2925
2950	3000	2950	3000	2800	2900	2850
2800	3000	2800	3000	3000	3000	2950
3000	3000	3000	2850	3000	2925	3000
3000	2850	3000	2950	3000	2900	2950
3000	2950	3000	3000	2850	2800	2800
2850	3000	2850	2950	2950	2750	2925
2950	2950	2950	2850	3000	2900	2900
3000	2850	2925	2800	2950	2850	2800
2950	2800	2850	2925	2850	2800	2750
2850	2925	2950	2850	2800	2925	2900
2800	2850	3000	2950	2925	2850	2850
2925	2950	2950	3000	2850	2950	2950
2850	3000	2850	2950	2950	2900	3000
2950	2950	2800	2800	3000	2750	2950
3000	2800	2925	2925	2950	2900	2850
2950	2925	2850	2900	2800	2850	2800
2800	2900	2950	2800	2925	2950	2925
2925	2800	3000	2750	2900	3000	2850
2900	2750	2950	2900	2800	2900	2900
2800	2900	2800	2850	2750	2925	2925
2750	2850	2925	2950	2900	3000	3000
2900	2950	2900	3000	2850	2800	2800
2850	3000	2800	2950	2950	2925	2925
2950	2950	2750	2850	3000	2900	2900
3000	2850	2900	2800	2950	2800	2800
2950	2800	2850	2925	2850	2750	2750
2850	2925	2950	2850	2800	2900	2900
2800	2850	3000	2900	2925	2850	2850
2925	2900	2950	2925	2850	2800	2800
2850	2925	2850	3000	2900	2950	2925
2900	3000	2800	2800	2925	2850	2850
2925	2800	2925	2925	3000	2800	2950
3000	2925	2850	2900	2800	2925	3000
2800	2900	2950	2800	2925	2850	2950
2925	2800	3000	2750	2900	2950	2850
2900	2750	2950	2900	2800	3000	2800
2800	2900	2800	2850	2750	2950	2925
2750	2850	2925	2800	2900	2800	2850
2900	2800	2900	2925	2850	2925	2950
2850	2925	2800	2850	2800	2900	2950
2800	2850	2750	2950	2925	2800	2800
2925	2950	2900	3000	2850	2750	2925
